category_num,product_code,product_name,description,price,colour,stock_qty
2,C7-2,Royal Indigo Grace,"A beautiful indigo-blue kurta featuring intricate white floral embroidery on the neckline, sleeves, and hem. Paired with elegant white bottoms, this outfit offers a refined and timeless ethnic look perfect for casual outings and festive daytime occasions.",1000,indigo,10
2,C8,Crimson Grace,"A striking crimson kurta featuring intricate tonal embroidery across the neckline, sleeves, and hem. Paired with classic white bottoms, this elegant outfit creates a bold yet sophisticated look perfect for festive occasions or stylish everyday wear.",1500,red,10
2,C8-1,Crimson Grace,"A striking crimson kurta featuring intricate tonal embroidery across the neckline, sleeves, and hem. Paired with classic white bottoms, this elegant outfit creates a bold yet sophisticated look perfect for festive occasions or stylish everyday wear.",1500,red,10
2,C8-2,Crimson Grace,"A striking crimson kurta featuring intricate tonal embroidery across the neckline, sleeves, and hem. Paired with classic white bottoms, this elegant outfit creates a bold yet sophisticated look perfect for festive occasions or stylish everyday wear.",1500,red,10
3,CO1,Olive Bloom Set,"A stylish olive-green co-ord set featuring a flowy top with delicate white floral embroidery and a comfortable V-neck design. Paired with matching straight-fit pants, this outfit offers a fresh and modern ethnic look perfect for casual outings or relaxed festive wear.",1500,green,10
3,CO1-1,Olive Bloom Set,"A stylish olive-green co-ord set featuring a flowy top with delicate white floral embroidery and a comfortable V-neck design. Paired with matching straight-fit pants, this outfit offers a fresh and modern ethnic look perfect for casual outings or relaxed festive wear.",1500,green,10
3,CO2,Terracotta Bloom Set,"A stylish terracotta co-ord set featuring a flowy V-neck top with delicate white floral embroidery and gathered detailing. Paired with matching straight-fit pants, this outfit offers a chic and comfortable look perfect for casual outings or relaxed festive wear.",1500,Orange,10
3,CO2-1,Terracotta Bloom Set,"A stylish terracotta co-ord set featuring a flowy V-neck top with delicate white floral embroidery and gathered detailing. Paired with matching straight-fit pants, this outfit offers a chic and comfortable look perfect for casual outings or relaxed festive wear.",1500,orange,10
3,CO2-2,Terracotta Bloom Set,"A stylish terracotta co-ord set featuring a flowy V-neck top with delicate white floral embroidery and gathered detailing. Paired with matching straight-fit pants, this outfit offers a chic and comfortable look perfect for casual outings or relaxed festive wear.",1500,orange,10
3,CO3,Midnight Bloom Set,"A chic navy-blue co-ord set featuring a flowy V-neck top with subtle pleated detailing and delicate floral embroidery near the hem. Paired with matching straight-fit pants, this outfit offers a sleek and modern look perfect for casual outings or relaxed evening wear.",1500,blue,10
3,CO3-1,Midnight Bloom Set,"A chic navy-blue co-ord set featuring a flowy V-neck top with subtle pleated detailing and delicate floral embroidery near the hem. Paired with matching straight-fit pants, this outfit offers a sleek and modern look perfect for casual outings or relaxed evening wear.",1500,blue,10
3,CO3-2,Midnight Bloom Set,"A chic navy-blue co-ord set featuring a flowy V-neck top with subtle pleated detailing and delicate floral embroidery near the hem. Paired with matching straight-fit pants, this outfit offers a sleek and modern look perfect for casual outings or relaxed evening wear.",1500,blue,10
3,CO4,Indigo Garden Grace,"A beautiful indigo-blue kurta featuring delicate white floral motifs and lace detailing along the neckline, sleeves, and hem. Paired with printed white bottoms, this outfit offers a fresh and elegant ethnic look perfect for casual outings or daytime gatherings.",1500,indigo,10
3,CO4-1,Indigo Garden Grace,"A beautiful indigo-blue kurta featuring delicate white floral motifs and lace detailing along the neckline, sleeves, and hem. Paired with printed white bottoms, this outfit offers a fresh and elegant ethnic look perfect for casual outings or daytime gatherings.",1500,indigo,10
3,CO4-2,Indigo Garden Grace,"A beautiful indigo-blue kurta featuring delicate white floral motifs and lace detailing along the neckline, sleeves, and hem. Paired with printed white bottoms, this outfit offers a fresh and elegant ethnic look perfect for casual outings or daytime gatherings.",1500,indigo,10
3,CO5,Noir Floral Elegance,"A sophisticated black kurta featuring intricate beige floral embroidery across the neckline and cuffs. The elegant detailing creates a refined and timeless look, perfect for evening gatherings or graceful everyday wear.",2000,black,10
3,CO5-1,Noir Floral Elegance,"A sophisticated black kurta featuring intricate beige floral embroidery across the neckline and cuffs. The elegant detailing creates a refined and timeless look, perfect for evening gatherings or graceful everyday wear.",2000,black,10
3,CO5-2,Noir Floral Elegance,"A sophisticated black kurta featuring intricate beige floral embroidery across the neckline and cuffs. The elegant detailing creates a refined and timeless look, perfect for evening gatherings or graceful everyday wear.",2000,black,10
4,D1,Golden Royale Ensemble,"An elegant mustard-yellow suit set adorned with intricate gold embroidery along the neckline, sleeves, and hem. Paired with a graceful peach dupatta featuring delicate embroidered motifs and scalloped borders, this outfit creates a regal and sophisticated look perfect for weddings and festive celebrations.",1500,Yellow,10
4,D1-1,Golden Royale Ensemble,"An elegant mustard-yellow suit set adorned with intricate gold embroidery along the neckline, sleeves, and hem. Paired with a graceful peach dupatta featuring delicate embroidered motifs and scalloped borders, this outfit creates a regal and sophisticated look perfect for weddings and festive celebrations.",1500,yellow,10
4,D1-2,Golden Royale Ensemble,"An elegant mustard-yellow suit set adorned with intricate gold embroidery along the neckline, sleeves, and hem. Paired with a graceful peach dupatta featuring delicate embroidered motifs and scalloped borders, this outfit creates a regal and sophisticated look perfect for weddings and festive celebrations.",1500,yellow,10
4,D1-3,Golden Royale Ensemble,"An elegant mustard-yellow suit set adorned with intricate gold embroidery along the neckline, sleeves, and hem. Paired with a graceful peach dupatta featuring delicate embroidered motifs and scalloped borders, this outfit creates a regal and sophisticated look perfect for weddings and festive celebrations.",1500,yellow,10
4,D2,Crimson Shadow,"A stylish crimson-red dress material featuring bold black abstract patterns and smooth, flowy fabric. This unstitched set offers a modern and elegant look, perfect for creating a custom outfit for festive occasions or stylish everyday wear.",1500,red,10
4,D2-1,Crimson Shadow,"A stylish crimson-red dress material featuring bold black abstract patterns and smooth, flowy fabric. This unstitched set offers a modern and elegant look, perfect for creating a custom outfit for festive occasions or stylish everyday wear.",1500,red,10
4,D2-2,Crimson Shadow,"A stylish crimson-red dress material featuring bold black abstract patterns and smooth, flowy fabric. This unstitched set offers a modern and elegant look, perfect for creating a custom outfit for festive occasions or stylish everyday wear.",1500,red,10
4,D3,Golden Blossom,"A beautiful golden-yellow dress material featuring intricate woven patterns and soft pastel floral designs on the fabric. Paired with a matching bottom and an elegant dupatta with delicate motifs, this unstitched set offers a rich and graceful look perfect for festive occasions and celebrations.",1500,golden,10
4,D3-1,Golden Blossom,"A beautiful golden-yellow dress material featuring intricate woven patterns and soft pastel floral designs on the fabric. Paired with a matching bottom and an elegant dupatta with delicate motifs, this unstitched set offers a rich and graceful look perfect for festive occasions and celebrations.",1500,golden,10
4,D3-2,Golden Blossom,"A beautiful golden-yellow dress material featuring intricate woven patterns and soft pastel floral designs on the fabric. Paired with a matching bottom and an elegant dupatta with delicate motifs, this unstitched set offers a rich and graceful look perfect for festive occasions and celebrations.",1500,golden,10
4,D4,Ivory Noir,"An elegant ivory dress material featuring delicate black paisley motifs and intricate border detailing. Paired with a matching bottom and a beautifully patterned dupatta, this unstitched set offers a timeless and graceful look perfect for both casual and festive wear.",2000,white,10
4,D4-1,Ivory Noir,"An elegant ivory dress material featuring delicate black paisley motifs and intricate border detailing. Paired with a matching bottom and a beautifully patterned dupatta, this unstitched set offers a timeless and graceful look perfect for both casual and festive wear.",2000,white,10
4,D4-2,Ivory Noir,"An elegant ivory dress material featuring delicate black paisley motifs and intricate border detailing. Paired with a matching bottom and a beautifully patterned dupatta, this unstitched set offers a timeless and graceful look perfect for both casual and festive wear.",2000,white,10
4,D5,Peach Meadow Print,"A charming peach-toned fabric featuring delicate floral and leaf prints in soft orange, teal, and earthy hues. The elegant nature-inspired design gives it a fresh and graceful look, perfect for creating stylish everyday ethnic outfits.",1500,peach,10
4,D5-1,Peach Meadow Print,"A charming peach-toned fabric featuring delicate floral and leaf prints in soft orange, teal, and earthy hues. The elegant nature-inspired design gives it a fresh and graceful look, perfect for creating stylish everyday ethnic outfits.",1500,peach,10
4,D5-2,Peach Meadow Print,"A charming peach-toned fabric featuring delicate floral and leaf prints in soft orange, teal, and earthy hues. The elegant nature-inspired design gives it a fresh and graceful look, perfect for creating stylish everyday ethnic outfits.",1500,peach,10
4,D6,Midnight Blush,"A stylish navy-blue dress material featuring elegant geometric motifs and delicate button detailing on the front panel. Paired with a soft blush-pink printed dupatta and matching fabric for the bottom, this unstitched set creates a chic and modern ethnic look perfect for casual or festive wear.",3000,blue,10
4,D6-1,Midnight Blush,"A stylish navy-blue dress material featuring elegant geometric motifs and delicate button detailing on the front panel. Paired with a soft blush-pink printed dupatta and matching fabric for the bottom, this unstitched set creates a chic and modern ethnic look perfect for casual or festive wear.",3000,blue,10
4,D6-2,Midnight Blush,"A stylish navy-blue dress material featuring elegant geometric motifs and delicate button detailing on the front panel. Paired with a soft blush-pink printed dupatta and matching fabric for the bottom, this unstitched set creates a chic and modern ethnic look perfect for casual or festive wear.",3000,blue,10
4,D7,Sandstone Floral,"An elegant sandstone-beige dress material featuring delicate floral and paisley prints with subtle earthy tones. Paired with a soft shimmering dupatta and a coordinated printed top fabric, this unstitched set creates a graceful and sophisticated look perfect for festive and semi-formal occasions.",3000,baige,10
4,D7-1,Sandstone Floral,"An elegant sandstone-beige dress material featuring delicate floral and paisley prints with subtle earthy tones. Paired with a soft shimmering dupatta and a coordinated printed top fabric, this unstitched set creates a graceful and sophisticated look perfect for festive and semi-formal occasions.",3000,baige,10
4,D7-2,Sandstone Floral,"An elegant sandstone-beige dress material featuring delicate floral and paisley prints with subtle earthy tones. Paired with a soft shimmering dupatta and a coordinated printed top fabric, this unstitched set creates a graceful and sophisticated look perfect for festive and semi-formal occasions.",3000,baige,10
4,D8,Aqua Blossom,"A refreshing aqua-blue dress material featuring intricate white floral embroidery on the neckline and sleeves. Paired with a matching bottom and a beautifully embroidered dupatta, this unstitched set offers a graceful and elegant look perfect for festive occasions or daytime celebrations.",3200,blue,10
4,D8-1,Aqua Blossom,"A refreshing aqua-blue dress material featuring intricate white floral embroidery on the neckline and sleeves. Paired with a matching bottom and a beautifully embroidered dupatta, this unstitched set offers a graceful and elegant look perfect for festive occasions or daytime celebrations.",3200,blue,10
4,D8-2,Aqua Blossom,"A refreshing aqua-blue dress material featuring intricate white floral embroidery on the neckline and sleeves. Paired with a matching bottom and a beautifully embroidered dupatta, this unstitched set offers a graceful and elegant look perfect for festive occasions or daytime celebrations.",3200,blue,10
4,D9,Sunlit Mustard,"A vibrant mustard-yellow dress material featuring elegant white geometric and floral-inspired prints. Paired with matching fabric for the bottom and dupatta, this unstitched set offers a bright and stylish look perfect for casual wear or daytime outings.",3200,yellow,10
4,D9-1,Sunlit Mustard,"A vibrant mustard-yellow dress material featuring elegant white geometric and floral-inspired prints. Paired with matching fabric for the bottom and dupatta, this unstitched set offers a bright and stylish look perfect for casual wear or daytime outings.",3200,yellow,10
4,D9-2,Sunlit Mustard,"A vibrant mustard-yellow dress material featuring elegant white geometric and floral-inspired prints. Paired with matching fabric for the bottom and dupatta, this unstitched set offers a bright and stylish look perfect for casual wear or daytime outings.",3200,yellow,10
4,D10,Wine Blossom,"A rich wine-colored dress material featuring elegant floral embroidery on the fabric. Paired with a matching bottom and a sheer embroidered dupatta, this unstitched set creates a luxurious and graceful look perfect for festive occasions and evening celebrations.",3500,purple,10
4,D10-1,Wine Blossom,"A rich wine-colored dress material featuring elegant floral embroidery on the fabric. Paired with a matching bottom and a sheer embroidered dupatta, this unstitched set creates a luxurious and graceful look perfect for festive occasions and evening celebrations.",3500,purple,10
4,D10-2,Wine Blossom,"A rich wine-colored dress material featuring elegant floral embroidery on the fabric. Paired with a matching bottom and a sheer embroidered dupatta, this unstitched set creates a luxurious and graceful look perfect for festive occasions and evening celebrations.",3500,purple,10
4,D11,Dusty Rose Floral,"A beautiful dusty rose unstitched dress material featuring delicate floral prints on the fabric. Paired with a matching bottom and a soft flowing dupatta with subtle golden edging, this set offers a graceful and elegant look perfect for casual gatherings and festive wear.",3000,grey,10
4,D11-1,Dusty Rose Floral,"A beautiful dusty rose unstitched dress material featuring delicate floral prints on the fabric. Paired with a matching bottom and a soft flowing dupatta with subtle golden edging, this set offers a graceful and elegant look perfect for casual gatherings and festive wear.",3000,grey,10
4,D11-2,Dusty Rose Floral,"A beautiful dusty rose unstitched dress material featuring delicate floral prints on the fabric. Paired with a matching bottom and a soft flowing dupatta with subtle golden edging, this set offers a graceful and elegant look perfect for casual gatherings and festive wear.",3000,grey,10
4,D12,Ivory Grace Embroidered,"An elegant ivory unstitched dress material adorned with delicate embroidery and subtle traditional motifs in pink and green. Paired with a matching bottom and a beautifully detailed dupatta, this set offers a refined and graceful look perfect for festive occasions and daytime celebrations.",3000,white,10
4,D12-1,Ivory Grace Embroidered,"An elegant ivory unstitched dress material adorned with delicate embroidery and subtle traditional motifs in pink and green. Paired with a matching bottom and a beautifully detailed dupatta, this set offers a refined and graceful look perfect for festive occasions and daytime celebrations.",3000,white,10
4,D12-2,Ivory Grace Embroidered,"An elegant ivory unstitched dress material adorned with delicate embroidery and subtle traditional motifs in pink and green. Paired with a matching bottom and a beautifully detailed dupatta, this set offers a refined and graceful look perfect for festive occasions and daytime celebrations.",3000,white,10
4,D13,Festive Multicolor Embroidered,"A vibrant unstitched dress material featuring colorful floral embroidery on a soft ivory base. Paired with a matching bottom and a bright multicolor patterned dupatta with tassel detailing, this set creates a lively and festive look perfect for celebrations and traditional occasions.",2500,multicolor,10
4,D13-1,Festive Multicolor Embroidered,"A vibrant unstitched dress material featuring colorful floral embroidery on a soft ivory base. Paired with a matching bottom and a bright multicolor patterned dupatta with tassel detailing, this set creates a lively and festive look perfect for celebrations and traditional occasions.",2500,multicolor,10
4,D13-2,Festive Multicolor Embroidered,"A vibrant unstitched dress material featuring colorful floral embroidery on a soft ivory base. Paired with a matching bottom and a bright multicolor patterned dupatta with tassel detailing, this set creates a lively and festive look perfect for celebrations and traditional occasions.",2500,multicolor,10
4,D14,Sunset Glow,"A striking unstitched dress material featuring a vibrant orange kurta fabric adorned with subtle sequin detailing. Paired with a matching bottom and a contrasting olive green dupatta with delicate shimmer accents, this set creates a bold yet elegant look perfect for festive gatherings and special occasions.",2000,orange,10
4,D14-1,Sunset Glow,"A striking unstitched dress material featuring a vibrant orange kurta fabric adorned with subtle sequin detailing. Paired with a matching bottom and a contrasting olive green dupatta with delicate shimmer accents, this set creates a bold yet elegant look perfect for festive gatherings and special occasions.",2000,orange,10
4,D14-2,Sunset Glow,"A striking unstitched dress material featuring a vibrant orange kurta fabric adorned with subtle sequin detailing. Paired with a matching bottom and a contrasting olive green dupatta with delicate shimmer accents, this set creates a bold yet elegant look perfect for festive gatherings and special occasions.",2000,orange,10
5,SH1,Lavender Bloom,"A stunning lavender suit set featuring intricate floral embroidery and delicate embellishments across the kurta and flowing skirt. Paired with a matching embroidered dupatta, this elegant ensemble creates a graceful and sophisticated look perfect for festive occasions, weddings, and special celebrations.",3500,lavender,10
5,SH1-1,Lavender Bloom,"A stunning lavender suit set featuring intricate floral embroidery and delicate embellishments across the kurta and flowing skirt. Paired with a matching embroidered dupatta, this elegant ensemble creates a graceful and sophisticated look perfect for festive occasions, weddings, and special celebrations.",3500,lavender,10
5,SH1-2,Lavender Bloom,"A stunning lavender suit set featuring intricate floral embroidery and delicate embellishments across the kurta and flowing skirt. Paired with a matching embroidered dupatta, this elegant ensemble creates a graceful and sophisticated look perfect for festive occasions, weddings, and special celebrations.",3500,lavender,10
5,SH1-3,Lavender Bloom,"A stunning lavender suit set featuring intricate floral embroidery and delicate embellishments across the kurta and flowing skirt. Paired with a matching embroidered dupatta, this elegant ensemble creates a graceful and sophisticated look perfect for festive occasions, weddings, and special celebrations.",3500,lavender,10
5,SH2,Midnight Elegance Embroidered,"A stunning black suit set featuring intricate multicolor floral embroidery across the kurta and flowing skirt. Paired with a beautifully embroidered dupatta, this elegant ensemble offers a sophisticated and graceful look perfect for festive events, parties, and special occasions.",3000,black,10
5,SH2-1,Midnight Elegance Embroidered,"A stunning black suit set featuring intricate multicolor floral embroidery across the kurta and flowing skirt. Paired with a beautifully embroidered dupatta, this elegant ensemble offers a sophisticated and graceful look perfect for festive events, parties, and special occasions.",3000,black,10
5,SH3,Ivory Blossom,"A graceful ivory suit set beautifully adorned with delicate multicolor floral embroidery and fine embellishments. Paired with a flowing embroidered sharara and an elegant dupatta with detailed borders, this ensemble offers a timeless and sophisticated look perfect for weddings, festive gatherings, and special occasions.",3000,white,10
5,SH3-1,Ivory Blossom,"A graceful ivory suit set beautifully adorned with delicate multicolor floral embroidery and fine embellishments. Paired with a flowing embroidered sharara and an elegant dupatta with detailed borders, this ensemble offers a timeless and sophisticated look perfect for weddings, festive gatherings, and special occasions.",3000,white,10
5,SH4,Emerald Garden Embroidered,"A stunning deep emerald suit set featuring intricate floral embroidery across the kurta and flowing skirt. Paired with a beautifully detailed dupatta with embroidered borders, this elegant ensemble offers a regal and graceful look perfect for weddings, festive celebrations, and special occasions.",3500,blue,10
5,SH4-1,Emerald Garden Embroidered,"A stunning deep emerald suit set featuring intricate floral embroidery across the kurta and flowing skirt. Paired with a beautifully detailed dupatta with embroidered borders, this elegant ensemble offers a regal and graceful look perfect for weddings, festive celebrations, and special occasions.",3500,blue,10
